taxon,year,dr736,dr695
Scymnus schmidti,1993,0,2
Scymnus schmidti,1994,0,2
Scymnus schmidti,1995,0,3
Scymnus schmidti,1996,0,2
Scymnus schmidti,1997,0,7
Scymnus schmidti,1999,0,11
Scymnus schmidti,2000,0,1
Scymnus schmidti,2002,0,1
Scymnus schmidti,2003,0,3
Scymnus schmidti,2005,0,3
Scymnus schmidti,2006,0,8
Scymnus schmidti,2009,0,2
Coccinella,2011,1,0
Coccinella,2017,1,0
Coccinella,2018,3,0
Coccinella,2019,3,0
Harmonia,2014,2,0
Harmonia,2015,1,0
Harmonia,2016,1,0
Harmonia,2017,6,0
Harmonia,2018,7,0
Harmonia,2019,1,0
Harmonia,2020,4,0
Harmonia,2009,0,1
Scymnus,2016,1,0
Scymnus,2017,1,0
Scymnus,2018,2,0
Exochomus,2020,1,0
Cryptolaemus montrouzieri,2014,1,0
Cryptolaemus montrouzieri,2018,1,0
Cryptolaemus montrouzieri,2020,1,0
Cryptolaemus montrouzieri,2007,0,1
Scymnus limbatus,1993,1,1
Scymnus limbatus,2007,1,2
Scymnus limbatus,2015,1,0
Scymnus limbatus,2018,1,0
Scymnus limbatus,1878,0,1
Scymnus limbatus,1900,0,1
Scymnus limbatus,1905,0,1
Scymnus limbatus,1912,0,1
Scymnus limbatus,1915,0,1
Scymnus limbatus,1919,0,1
Scymnus limbatus,1933,0,1
Scymnus limbatus,1942,0,1
Scymnus limbatus,1943,0,1
Scymnus limbatus,1945,0,2
Scymnus limbatus,1973,0,1
Scymnus limbatus,1975,0,2
Scymnus limbatus,1982,0,1
Scymnus limbatus,1983,0,1
Scymnus limbatus,1984,0,1
Scymnus limbatus,1987,0,1
Scymnus limbatus,1990,0,2
Scymnus limbatus,1991,0,1
Scymnus limbatus,1992,0,2
Scymnus limbatus,1994,0,7
Scymnus limbatus,1995,0,3
Scymnus limbatus,1996,0,6
Scymnus limbatus,1997,0,1
Scymnus limbatus,2003,0,3
Scymnus limbatus,2008,0,2
Oenopia conglobata,2014,1,0
Scymnus rubromaculatus,1961,0,1
Scymnus rubromaculatus,2000,0,2
Rodolia cardinalis,2003,0,4
Rodolia cardinalis,2006,0,1
Hippodamia,2003,0,1
Hippodamia,2007,0,1
Hippodamia,2008,0,1
Vibidia duodecimguttata,1902,0,1
Vibidia duodecimguttata,1973,0,1
Nephus bisignatus,1996,0,1
Exochomus nigromaculatus,1967,0,2
